ProductId,Rating,CorrectUserAttributes,IncorrectUserAttributes
212,3.0,applications browsing media video,
213,2.5,casual applications browsing website online_gaming,
214,4.5,casual applications browsing website social,
215,0.5,work code1 graphic_intensive game_dev graphic_design,
216,3.5,work code1 graphic_intensive game_dev graphic_design,
217,4.0,work code1 graphic_intensive game_dev graphic_design,
218,3.0,work code1 graphic_intensive game_dev graphic_design,
219,2.0,work code1 graphic_intensive game_dev graphic_design,vector
220,4.0,code1 graphic_intensive game_dev game_engine,
221,3.0,work code1 graphic_intensive game_dev game_engine,
222,5.0,work code1 graphic_intensive game_dev game_engine,
223,3.0,work code1 graphic_intensive game_dev game_engine,
224,5.0,code1 graphic_intensive game_dev game_engine,industry1
225,2.5,work code1 graphic_intensive game_dev game_engine,
226,5.0,work code1 graphic_intensive artist vector,
227,5.0,work code1 graphic_intensive artist vector,
228,2.5,work code1 graphic_intensive artist vector,
229,4.0,work code1 graphic_intensive artist vector,
230,3.5,work code1 graphic_intensive artist vector,
231,4.0,work graphic_intensive artist animator,
232,4.5,work code1 graphic_intensive artist animator,
233,3.5,work code1 graphic_intensive artist animator,
234,4.5,work code1 artist animator,
235,4.5,work code1 graphic_intensive artist animator,
236,5.0,work code1 data_intensive scientist research,
237,2.5,work code1 data_intensive scientist research,
238,4.5,work code1 data_intensive scientist research,
239,5.0,work code1 data_intensive scientist research,
240,1.5,work code1 data_intensive scientist research,
241,5.0,work code1 data_intensive scientist industry1,
242,2.5,work code1 data_intensive scientist industry1,
243,1.5,work code1 data_intensive scientist industry1,
244,4.0,work code1 data_intensive scientist industry1,
245,3.0,work code1 data_intensive scientist industry1,
246,3.5,work code1 data_intensive engineer school,
247,3.0,work code1 data_intensive engineer school,
248,5.0,work code1 data_intensive engineer school,
249,5.0,work code1 data_intensive engineer school,
250,4.5,work code1 data_intensive engineer school,
251,4.5,work code1 data_intensive engineer industry2,
252,5.0,work code1 data_intensive engineer industry2,
253,3.5,work code1 data_intensive engineer industry2,
254,4.0,work code1 data_intensive engineer,
255,4.5,work code1 data_intensive engineer industry2,
256,4.0,work admin advance_usage comm high_end_user,
257,2.5,work admin advance_usage comm high_end_user,
258,2.0,work admin advance_usage comm high_end_user,
259,4.5,work admin advance_usage comm high_end_user,
260,5.0,work admin advance_usage comm high_end_user,
261,1.5,work admin advance_usage comm high_end_user,
262,2.5,work admin advance_usage low_end_user,
263,3.5,work admin advance_usage comm low_end_user,
264,2.5,work admin advance_usage comm low_end_user,
265,2.5,work admin advance_usage comm,
266,3.0,work admin advance_usage comm low_end_user,
267,4.5,work admin advance_usage data operator,
268,4.0,work admin advance_usage data operator,
269,4.5,work admin advance_usage data operator,
270,2.0,work admin advance_usage data,
271,3.5,work admin advance_usage data operator,
272,4.5,work admin advance_usage data system_admin,
273,3.0,work admin advance_usage data system_admin,
274,5.0,work admin advance_usage data system_admin,
275,2.5,work admin advance_usage data system_admin,
276,2.0,work admin advance_usage data system_admin,
277,2.0,work admin advance_usage data system_admin,
278,4.0,work admin simple_usage word_processing student,
279,4.0,work admin simple_usage word_processing student,
280,2.5,work admin simple_usage word_processing student,
281,3.5,work admin simple_usage word_processing student,
282,5.0,work admin simple_usage word_processing student,
283,0.5,work admin simple_usage word_processing industry3,
284,2.0,work admin simple_usage word_processing industry3,
285,3.5,work admin simple_usage word_processing industry3,
286,1.5,work admin simple_usage word_processing industry3,
287,1.0,work admin simple_usage word_processing industry3,
288,3.5,work admin simple_usage pos small_business,
289,5.0,work admin simple_usage pos small_business,
290,2.5,work admin simple_usage pos small_business,
291,2.0,work admin pos small_business,
292,2.5,work admin simple_usage pos small_business,
293,5.0,work admin simple_usage pos small_business,
294,3.0,work admin simple_usage pos large_business,
295,5.0,work admin simple_usage pos large_business,
296,4.5,work admin simple_usage pos large_business,
297,4.5,work admin simple_usage pos large_business,
298,5.0,work admin simple_usage pos large_business,
299,3.0,casual gaming hardcore repetitive,
300,2.5,casual gaming hardcore repetitive,
301,4.5,casual gaming hardcore repetitive,
302,1.5,casual hardcore repetitive,
303,5.0,casual gaming hardcore repetitive,
304,3.0,casual gaming hardcore repetitive,
305,3.5,casual gaming hardcore strategic,
306,3.5,casual gaming hardcore strategic,
307,1.5,casual gaming hardcore strategic,
308,3.5,casual gaming hardcore strategic,
309,4.5,casual gaming hardcore strategic,
310,4.5,casual gaming softcore real_time,
311,5.0,casual gaming softcore real_time,
312,2.5,casual gaming softcore real_time,
313,4.0,casual gaming softcore real_time,
314,3.5,casual gaming softcore real_time,
315,1.5,casual gaming softcore casino_games,
316,2.0,casual gaming softcore casino_games,
317,4.5,casual gaming softcore casino_games,
318,2.5,casual gaming softcore casino_games,
319,2.5,casual gaming softcore,
320,5.0,casual applications browsing media pictures,
321,5.0,casual applications browsing media pictures,
322,2.0,casual applications browsing media pictures,
323,1.5,casual applications browsing media pictures,
324,4.0,casual applications browsing media pictures,
325,4.5,casual applications browsing media pictures,
326,3.0,casual applications browsing media video,
327,3.5,casual applications browsing media video,
328,3.0,casual applications browsing media video,
329,0.5,casual applications browsing video,
330,2.0,casual applications browsing media video,social
331,5.0,casual applications browsing media video,
332,5.0,casual applications browsing website online_gaming,
333,3.0,casual applications browsing website online_gaming,
334,5.0,casual applications browsing website online_gaming,
335,5.0,casual applications browsing website online_gaming,
336,2.0,applications browsing website online_gaming,
337,3.0,casual applications browsing website social,
338,5.0,casual applications browsing website social,
339,5.0,casual applications browsing website social,
340,5.0,casual applications browsing website social,
341,3.0,casual applications browsing website social,
342,3.5,casual applications browsing website social,
0,4.5,work code1 graphic_intensive game_dev graphic_design,
1,3.0,work code1 graphic_intensive game_dev game_engine,
2,5.0,work code1 graphic_intensive artist vector,
3,2.5,work code1 graphic_intensive artist animator,
4,5.0,work code1 data_intensive scientist research,
5,1.5,work code1 data_intensive scientist industry1,
6,5.0,work code1 data_intensive engineer school,
7,3.5,work code1 data_intensive engineer industry2,
8,4.0,work advance_usage comm high_end_user,
9,5.0,work admin advance_usage comm low_end_user,
10,5.0,work admin advance_usage data operator,system_admin
11,3.5,work admin advance_usage data system_admin,
12,4.0,work admin simple_usage word_processing student,
13,4.0,work admin simple_usage word_processing industry3,large_business
14,3.0,work simple_usage pos small_business,
15,1.5,work admin simple_usage pos large_business,
16,2.0,casual gaming hardcore repetitive,
17,3.5,casual gaming hardcore strategic,
18,2.5,casual gaming softcore real_time,
19,2.0,casual gaming softcore casino_games,
20,2.0,casual applications browsing media pictures,
21,1.5,casual applications browsing media video,
22,4.0,casual applications browsing website online_gaming,
23,2.5,casual applications browsing website social,
24,4.0,work code1 graphic_intensive game_dev graphic_design,
25,3.5,work code1 game_dev graphic_design,
26,3.5,work code1 graphic_intensive game_dev graphic_design,
27,2.0,code1 graphic_intensive game_dev graphic_design,
28,2.0,work code1 graphic_intensive game_dev graphic_design,
29,3.5,work code1 graphic_intensive game_dev game_engine,
30,4.0,work code1 graphic_intensive game_dev game_engine,
31,5.0,work code1 graphic_intensive game_dev game_engine,
32,3.0,work code1 graphic_intensive game_dev game_engine,
33,3.5,work code1 graphic_intensive game_dev game_engine,
34,4.5,work code1 graphic_intensive game_dev game_engine,
35,3.0,work code1 graphic_intensive artist vector,
36,4.5,work code1 graphic_intensive artist vector,
37,2.0,work code1 graphic_intensive artist vector,
38,3.5,work code1 graphic_intensive artist vector,
39,5.0,work code1 graphic_intensive artist vector,
40,5.0,work code1 graphic_intensive artist animator,
41,2.0,work code1 graphic_intensive artist animator,
42,4.0,work code1 graphic_intensive artist animator,
43,3.5,work graphic_intensive artist animator,
44,4.0,work code1 graphic_intensive artist,
45,4.5,work code1 data_intensive scientist research,
46,5.0,work code1 data_intensive scientist research,
47,3.5,work code1 data_intensive scientist research,
48,0.5,work code1 scientist research,
49,2.0,work code1 data_intensive scientist research,
50,4.0,work code1 data_intensive scientist industry1,
51,2.5,work code1 data_intensive scientist industry1,
52,3.5,work code1 data_intensive scientist industry1,
53,5.0,work code1 data_intensive scientist industry1,
54,2.0,work code1 data_intensive scientist industry1,
55,3.5,work code1 data_intensive engineer school,
56,3.0,work code1 data_intensive engineer school,
57,5.0,work code1 data_intensive engineer school,
58,4.5,work code1 data_intensive engineer school,
59,4.0,work code1 data_intensive engineer school,
60,5.0,work code1 data_intensive industry2,
61,4.0,work code1 data_intensive engineer industry2,
62,3.5,work code1 data_intensive engineer industry2,
63,5.0,work code1 data_intensive engineer industry2,
64,3.5,work code1 data_intensive engineer industry2,
65,2.0,work admin advance_usage comm high_end_user,
66,5.0,work admin advance_usage comm high_end_user,pictures
67,5.0,work admin advance_usage comm high_end_user,
68,5.0,work admin advance_usage comm high_end_user,
69,2.5,work admin advance_usage comm high_end_user,
70,3.0,work admin advance_usage comm high_end_user,
71,1.5,work admin advance_usage comm low_end_user,
72,4.0,work admin advance_usage comm low_end_user,
73,5.0,work admin advance_usage comm low_end_user,
74,1.5,work admin advance_usage comm low_end_user,
75,2.0,work admin advance_usage comm low_end_user,
76,5.0,work admin advance_usage data operator,
77,5.0,work admin advance_usage data operator,
78,4.5,work admin advance_usage data,
79,2.5,work admin data operator,
80,5.0,work admin advance_usage data operator,
81,5.0,work admin advance_usage system_admin,
82,4.5,work admin advance_usage data system_admin,
83,5.0,work admin advance_usage data system_admin,
84,4.0,work admin advance_usage data system_admin,
85,5.0,work admin advance_usage data system_admin,low_end_user
86,5.0,work admin advance_usage data system_admin,
87,5.0,work admin simple_usage word_processing student,small_business
88,2.0,work admin simple_usage word_processing student,
89,3.5,work admin simple_usage word_processing student,
90,2.5,work admin simple_usage word_processing student,
91,3.0,work admin simple_usage word_processing student,
92,5.0,work admin simple_usage word_processing industry3,
93,5.0,work admin simple_usage word_processing industry3,
94,5.0,work admin simple_usage word_processing industry3,
95,4.5,work admin simple_usage word_processing industry3,
96,2.5,work admin simple_usage word_processing industry3,
97,4.5,work admin simple_usage pos small_business,
98,5.0,work admin simple_usage pos small_business,
99,4.5,work admin simple_usage pos small_business,
100,1.5,work admin simple_usage pos small_business,
101,4.5,work admin simple_usage pos small_business,
102,5.0,work admin simple_usage pos small_business,
103,0.5,work admin simple_usage pos large_business,
104,2.5,work admin simple_usage pos large_business,
105,2.0,work admin simple_usage pos large_business,
106,5.0,work admin simple_usage pos large_business,
107,4.5,work admin simple_usage pos large_business,
108,2.5,casual gaming hardcore repetitive,
109,5.0,casual gaming hardcore repetitive,
110,5.0,casual gaming hardcore repetitive,
111,2.0,casual gaming hardcore repetitive,
112,1.5,casual gaming hardcore repetitive,
113,5.0,casual gaming hardcore repetitive,
114,1.5,casual gaming hardcore strategic,
115,4.0,casual gaming hardcore strategic,
116,2.0,casual gaming hardcore strategic,
117,2.0,casual gaming hardcore strategic,
118,5.0,casual gaming hardcore strategic,
119,4.0,casual gaming softcore real_time,
120,4.0,gaming softcore real_time,
121,5.0,casual gaming softcore real_time,
122,4.5,casual gaming softcore real_time,
123,0.5,casual gaming softcore real_time,
124,2.5,casual gaming softcore casino_games,
125,5.0,casual gaming softcore casino_games,
126,5.0,casual gaming softcore casino_games,
127,2.0,casual gaming softcore casino_games,
128,5.0,casual gaming softcore casino_games,
129,5.0,casual applications browsing media pictures,
130,1.5,casual applications browsing media pictures,
131,5.0,casual applications browsing media pictures,
132,2.0,casual applications browsing media pictures,
133,3.0,applications browsing media pictures,video
134,3.5,casual applications browsing media pictures,
135,5.0,casual applications browsing media video,
136,3.0,casual applications browsing media video,
137,4.5,casual applications browsing media video,
138,2.5,casual applications browsing media video,
139,3.0,casual applications browsing media video,
140,5.0,casual applications browsing media video,
141,2.5,casual applications browsing website online_gaming,
142,5.0,casual applications browsing website online_gaming,pictures
143,5.0,casual applications browsing website online_gaming,
144,4.5,casual applications browsing online_gaming,
145,2.0,casual applications browsing website online_gaming,
146,3.0,casual applications browsing website social,online_gaming
147,3.0,casual applications browsing website social,
148,1.5,casual applications browsing website social,
149,5.0,casual applications browsing website social,
150,4.5,casual applications browsing website social,
151,5.0,casual applications browsing website social,
152,4.0,work code1 graphic_intensive game_dev graphic_design,
153,2.0,work code1 graphic_intensive game_dev graphic_design,
154,5.0,work code1 graphic_intensive game_dev graphic_design,
155,3.0,work code1 graphic_intensive game_dev graphic_design,
156,1.5,work code1 graphic_intensive game_dev graphic_design,
157,5.0,work code1 graphic_intensive game_engine,
158,3.5,work code1 graphic_intensive game_dev game_engine,
159,1.5,work code1 graphic_intensive game_dev game_engine,animator
160,3.0,work code1 graphic_intensive game_dev game_engine,
161,3.0,work code1 graphic_intensive game_dev game_engine,
162,2.5,work code1 graphic_intensive game_dev game_engine,
163,3.0,work code1 graphic_intensive artist vector,animator
164,3.0,work code1 graphic_intensive artist vector,
165,1.5,work code1 graphic_intensive artist vector,
166,5.0,work code1 graphic_intensive artist vector,
167,5.0,work code1 graphic_intensive artist vector,
168,3.0,work code1 graphic_intensive artist animator,
169,4.0,work code1 graphic_intensive artist animator,
170,4.0,work code1 graphic_intensive artist animator,
171,5.0,work code1 graphic_intensive artist animator,
172,1.5,code1 graphic_intensive artist animator,
173,2.5,work code1 data_intensive scientist research,
174,5.0,work code1 data_intensive scientist research,
175,2.5,work code1 data_intensive scientist research,
176,5.0,work code1 data_intensive scientist research,
177,1.5,work code1 data_intensive scientist research,
178,5.0,work data_intensive scientist industry1,
179,3.5,work code1 data_intensive scientist industry1,
180,2.5,work code1 data_intensive scientist industry1,industry3
181,3.0,work code1 data_intensive scientist industry1,
182,4.5,work code1 data_intensive scientist industry1,
183,4.5,work code1 data_intensive engineer school,
184,4.0,work code1 data_intensive engineer school,
185,2.0,work code1 data_intensive engineer school,
186,5.0,work code1 data_intensive engineer school,
187,2.0,work code1 data_intensive engineer school,
188,4.0,work code1 data_intensive engineer industry2,
189,5.0,work code1 data_intensive engineer industry2,school
190,2.5,work code1 data_intensive engineer industry2,
191,4.5,work code1 data_intensive engineer industry2,
192,4.0,work code1 data_intensive engineer industry2,
193,5.0,work admin advance_usage comm high_end_user,
194,1.5,work admin advance_usage comm high_end_user,
195,2.5,work admin advance_usage comm high_end_user,
196,2.5,work admin advance_usage comm high_end_user,
197,5.0,work admin advance_usage comm high_end_user,
198,4.5,work admin advance_usage comm high_end_user,low_end_user
199,5.0,work admin advance_usage comm low_end_user,
200,1.5,work admin advance_usage comm low_end_user,
201,1.5,work admin advance_usage data operator,small_business
202,2.0,work admin advance_usage data system_admin,
203,2.0,work admin simple_usage word_processing student,
204,3.0,work admin word_processing industry3,
205,5.0,work admin simple_usage pos small_business,
206,1.5,work admin simple_usage pos large_business,
207,4.5,casual gaming hardcore repetitive,
208,4.5,casual gaming hardcore strategic,
209,5.0,casual gaming softcore real_time,
210,3.5,casual gaming softcore casino_games,
211,1.5,casual applications browsing media pictures,
212,5.0,casual applications browsing media video,
213,2.0,casual applications browsing website online_gaming,
214,4.0,casual applications browsing website social,
215,5.0,work code1 graphic_intensive game_dev graphic_design,
216,3.5,work code1 graphic_intensive game_dev graphic_design,
217,4.0,work code1 graphic_intensive game_dev graphic_design,
218,5.0,work code1 graphic_intensive game_dev graphic_design,
219,3.5,work code1 graphic_intensive game_dev graphic_design,
220,1.5,work code1 graphic_intensive game_dev game_engine,
221,4.5,work code1 game_dev game_engine,
222,3.5,work code1 graphic_intensive game_dev game_engine,
223,3.5,work code1 graphic_intensive game_dev game_engine,
224,5.0,work graphic_intensive game_dev game_engine,
225,3.0,work code1 graphic_intensive game_dev game_engine,
226,4.5,work code1 graphic_intensive artist vector,
227,3.5,work code1 graphic_intensive artist vector,
228,2.5,work code1 graphic_intensive artist vector,
229,2.0,code1 graphic_intensive artist vector,
230,4.0,work code1 graphic_intensive artist vector,
231,5.0,work code1 graphic_intensive artist animator,
232,2.5,work code1 graphic_intensive artist animator,
233,3.0,work code1 graphic_intensive artist animator,
234,2.0,work code1 graphic_intensive artist animator,
235,4.0,work code1 graphic_intensive artist animator,
236,5.0,work code1 data_intensive scientist research,
237,2.0,work code1 data_intensive scientist research,
238,2.0,work code1 data_intensive scientist research,
239,1.0,work code1 data_intensive scientist research,
240,5.0,work code1 data_intensive scientist research,industry1
241,4.0,work code1 data_intensive scientist industry1,
242,1.5,work code1 data_intensive scientist industry1,
243,5.0,work code1 data_intensive scientist industry1,
244,4.0,work code1 data_intensive scientist industry1,
245,1.5,work code1 data_intensive scientist industry1,
246,3.5,work code1 engineer school,
247,2.0,work data_intensive engineer school,
248,3.5,work code1 data_intensive engineer school,
249,5.0,work code1 data_intensive engineer school,
250,5.0,work code1 data_intensive engineer school,
251,0.5,work code1 data_intensive engineer industry2,
252,5.0,work code1 data_intensive engineer industry2,
253,3.5,work code1 data_intensive engineer industry2,
254,3.5,work code1 data_intensive engineer industry2,
255,2.0,work code1 data_intensive engineer industry2,
256,1.5,work admin advance_usage comm high_end_user,
257,5.0,work admin advance_usage comm high_end_user,
258,4.5,work admin advance_usage comm high_end_user,
259,1.5,work admin advance_usage comm high_end_user,
260,1.5,work admin advance_usage comm high_end_user,
261,5.0,work admin advance_usage comm,
262,5.0,work admin advance_usage comm low_end_user,
263,3.0,work admin advance_usage comm low_end_user,
264,1.5,work admin advance_usage comm low_end_user,
265,5.0,work admin advance_usage comm low_end_user,
266,1.5,work admin advance_usage comm low_end_user,
267,4.5,work admin advance_usage data operator,
268,2.5,work admin advance_usage data operator,
269,3.5,work admin advance_usage data operator,
270,4.0,work admin advance_usage data operator,
271,1.5,work admin advance_usage data operator,
272,2.0,work admin advance_usage data system_admin,
273,5.0,work admin advance_usage data system_admin,
274,4.5,work admin advance_usage data system_admin,
275,4.5,work admin advance_usage data system_admin,
276,5.0,work admin data system_admin,large_business
277,1.5,work advance_usage data system_admin,
278,1.5,work admin simple_usage word_processing student,high_end_user
279,4.5,work admin simple_usage word_processing student,
280,4.5,work admin word_processing student,
281,5.0,work admin simple_usage word_processing student,
282,1.5,work admin simple_usage word_processing student,
283,1.5,work admin simple_usage word_processing industry3,
284,3.5,work admin simple_usage word_processing industry3,
285,5.0,work admin simple_usage word_processing industry3,
286,3.5,work admin simple_usage word_processing industry3,
287,5.0,admin simple_usage word_processing industry3,student
288,5.0,work admin simple_usage pos small_business,
289,5.0,work admin simple_usage pos small_business,
290,2.0,admin simple_usage pos small_business,
291,5.0,work admin simple_usage pos small_business,
292,1.0,work admin simple_usage pos small_business,
293,4.5,admin simple_usage pos small_business,
294,1.5,work admin simple_usage pos large_business,
295,3.0,work admin simple_usage pos large_business,
296,0.5,work admin simple_usage pos large_business,small_business
297,5.0,work admin simple_usage pos large_business,
298,5.0,work admin simple_usage pos large_business,
299,1.5,casual gaming hardcore repetitive,
300,4.0,casual gaming hardcore repetitive,
301,1.5,gaming hardcore repetitive,
302,5.0,casual gaming hardcore repetitive,
303,5.0,casual gaming hardcore repetitive,
304,5.0,casual gaming repetitive,
305,4.5,casual gaming hardcore strategic,
306,4.5,casual gaming strategic,
307,2.5,casual gaming hardcore strategic,
308,4.5,casual gaming hardcore strategic,
309,5.0,casual gaming hardcore strategic,
310,3.0,casual gaming softcore real_time,
311,4.5,casual gaming softcore real_time,
312,3.5,casual gaming softcore real_time,
313,3.5,casual gaming softcore real_time,
314,4.5,casual gaming softcore real_time,writing
315,5.0,casual gaming softcore casino_games,
316,1.5,casual gaming softcore casino_games,
317,3.0,casual gaming softcore casino_games,
318,4.5,casual gaming softcore casino_games,
319,4.5,casual gaming softcore casino_games,
320,3.0,casual applications browsing media pictures,
321,1.5,casual applications browsing media pictures,
322,4.5,casual applications browsing media pictures,
323,2.0,casual applications browsing media pictures,
324,3.5,casual applications browsing media pictures,
325,5.0,casual applications browsing media pictures,
326,3.0,casual applications browsing media video,
327,5.0,casual applications browsing media video,
328,4.5,casual applications browsing media video,
329,2.5,casual applications browsing media video,
330,2.0,casual applications browsing media video,
331,5.0,casual applications browsing media video,
332,5.0,casual applications browsing website online_gaming,
333,3.5,casual applications browsing website online_gaming,
334,0.5,casual applications browsing online_gaming,
335,4.5,casual applications browsing website online_gaming,
336,5.0,casual applications browsing website online_gaming,
337,5.0,casual applications browsing website social,
338,5.0,casual applications browsing website social,
339,4.0,casual applications browsing website social,
340,3.5,casual browsing website social,
341,5.0,casual applications browsing website social,
342,5.0,casual applications browsing website social,
0,2.0,work code1 graphic_intensive game_dev graphic_design,
1,5.0,work code1 graphic_intensive game_dev game_engine,
2,3.0,work code1 graphic_intensive artist vector,school
3,1.5,work code1 graphic_intensive artist animator,
4,2.0,work code1 data_intensive research,
5,5.0,work code1 data_intensive scientist industry1,
6,3.5,work code1 data_intensive engineer school,
7,2.0,work code1 data_intensive engineer industry2,industry1
8,2.5,work admin advance_usage comm high_end_user,
9,5.0,work admin advance_usage comm low_end_user,high_end_user
10,3.5,work advance_usage data operator,
11,1.5,work admin advance_usage data system_admin,
12,1.5,work admin simple_usage word_processing student,
13,4.0,admin simple_usage word_processing industry3,
14,3.5,work admin simple_usage pos small_business,
15,3.5,work admin simple_usage pos large_business,
16,5.0,casual gaming hardcore repetitive,
17,5.0,casual gaming hardcore strategic,
18,4.0,casual gaming softcore real_time,
19,4.0,casual gaming softcore casino_games,
20,3.0,casual applications browsing media pictures,
21,4.5,casual applications media video,
22,3.0,applications browsing website online_gaming,
23,5.0,casual applications browsing website social,
24,3.5,work graphic_intensive game_dev graphic_design,
25,5.0,work code1 graphic_intensive game_dev graphic_design,
26,2.0,work code1 graphic_intensive game_dev graphic_design,
27,4.5,work code1 graphic_intensive game_dev graphic_design,
28,4.0,work code1 graphic_intensive game_dev,
29,4.0,work graphic_intensive game_dev game_engine,
30,1.5,work code1 graphic_intensive game_dev game_engine,
31,4.0,work code1 graphic_intensive game_dev game_engine,
32,5.0,work code1 graphic_intensive game_dev game_engine,
33,5.0,work code1 graphic_intensive game_dev game_engine,industry1
34,5.0,code1 graphic_intensive game_dev game_engine,
35,3.0,work code1 graphic_intensive artist vector,
36,3.5,work code1 graphic_intensive artist vector,
37,1.0,work code1 graphic_intensive artist vector,
38,3.0,work code1 graphic_intensive artist vector,
39,3.0,work code1 graphic_intensive artist vector,
40,5.0,work code1 graphic_intensive artist animator,
41,3.0,work code1 graphic_intensive artist animator,
42,1.5,work code1 graphic_intensive artist animator,
43,5.0,work code1 graphic_intensive artist animator,
44,5.0,work code1 graphic_intensive artist animator,
45,5.0,work code1 data_intensive scientist research,
46,3.0,work code1 data_intensive scientist research,
47,4.5,work code1 data_intensive scientist research,
48,2.5,work code1 data_intensive scientist research,
49,5.0,work code1 data_intensive scientist research,
50,4.5,work code1 data_intensive scientist industry1,
51,1.0,work code1 data_intensive scientist industry1,research
52,3.5,work data_intensive scientist industry1,
53,2.0,work code1 data_intensive scientist industry1,
54,4.5,work code1 data_intensive scientist industry1,
55,5.0,work code1 data_intensive engineer school,
56,3.5,work code1 data_intensive engineer school,
57,5.0,work code1 data_intensive engineer school,
58,1.5,work code1 data_intensive engineer school,
59,3.5,work code1 data_intensive engineer school,
60,3.5,work code1 data_intensive engineer industry2,
61,3.5,work code1 data_intensive engineer industry2,
62,4.0,work code1 data_intensive engineer industry2,
63,2.5,work code1 data_intensive engineer industry2,
64,5.0,work code1 data_intensive engineer industry2,
65,3.0,work admin advance_usage comm high_end_user,
66,5.0,work admin advance_usage comm high_end_user,
67,4.5,work admin advance_usage comm high_end_user,student
68,4.5,work admin advance_usage comm high_end_user,
69,5.0,work admin advance_usage comm high_end_user,
70,4.0,work admin advance_usage comm high_end_user,
71,5.0,work admin advance_usage low_end_user,
72,1.5,work admin advance_usage comm low_end_user,
73,3.5,work admin advance_usage comm low_end_user,
74,5.0,work admin advance_usage comm low_end_user,
75,3.0,work admin advance_usage comm low_end_user,
76,3.0,work admin advance_usage data operator,
77,5.0,work admin advance_usage data operator,
78,3.5,work admin advance_usage data operator,
79,5.0,work admin advance_usage data operator,small_business
80,5.0,work admin advance_usage data operator,
81,2.0,work admin advance_usage data system_admin,
82,4.5,work admin advance_usage data system_admin,
83,1.5,work admin advance_usage data system_admin,
84,5.0,work admin advance_usage data system_admin,
85,4.5,work admin advance_usage,
86,1.5,work admin advance_usage data system_admin,
87,0.5,work admin simple_usage word_processing student,
88,5.0,work admin simple_usage word_processing,
89,1.5,work admin simple_usage word_processing student,
90,5.0,work admin simple_usage word_processing student,
91,5.0,work admin simple_usage word_processing student,
92,1.0,admin word_processing industry3,
93,4.5,work admin simple_usage word_processing industry3,
94,5.0,work admin simple_usage word_processing industry3,
95,5.0,work admin simple_usage word_processing industry3,
96,5.0,work simple_usage word_processing industry3,
97,3.5,work admin simple_usage pos small_business,school
98,3.0,work admin simple_usage pos small_business,
99,2.0,work admin simple_usage pos,
100,4.5,work admin simple_usage pos small_business,
101,3.0,work admin simple_usage pos small_business,
102,5.0,work admin simple_usage pos small_business,
103,4.5,work admin simple_usage pos large_business,
104,4.0,work admin simple_usage pos large_business,
105,1.5,work simple_usage pos large_business,
106,5.0,work admin simple_usage pos large_business,
107,5.0,work admin simple_usage pos large_business,
108,3.5,casual gaming hardcore repetitive,
109,3.5,casual gaming hardcore repetitive,
110,4.0,casual gaming hardcore repetitive,
111,5.0,casual gaming hardcore repetitive,
112,2.0,casual gaming hardcore repetitive,
113,1.5,casual gaming hardcore repetitive,
114,2.5,casual gaming hardcore strategic,
115,1.5,casual gaming hardcore strategic,
116,3.0,casual gaming hardcore strategic,
117,2.0,casual gaming hardcore strategic,
118,3.5,casual gaming hardcore strategic,
119,5.0,casual gaming softcore real_time,
120,4.5,casual gaming softcore real_time,casino_games
121,3.5,casual gaming softcore real_time,
122,2.5,casual gaming softcore real_time,
123,4.5,casual gaming softcore real_time,
124,2.0,casual gaming softcore casino_games,
125,5.0,casual gaming softcore casino_games,
126,2.0,casual gaming softcore casino_games,
127,5.0,gaming softcore casino_games,
128,1.5,gaming softcore casino_games,
129,0.5,casual applications browsing media pictures,
130,2.5,casual applications browsing media pictures,
131,5.0,casual applications browsing media pictures,
132,5.0,casual applications browsing media pictures,
133,2.0,casual applications browsing pictures,
134,2.5,casual applications browsing media pictures,long_form
135,5.0,casual applications media video,
136,5.0,casual applications browsing media video,pictures
137,5.0,applications browsing media video,
138,3.5,casual applications browsing media video,
139,4.0,casual applications browsing media video,
140,3.5,casual applications browsing media video,
141,5.0,casual applications browsing website online_gaming,
142,5.0,casual applications browsing website online_gaming,
143,1.5,casual applications browsing website online_gaming,
144,2.0,casual applications browsing website online_gaming,
145,3.0,casual applications browsing website online_gaming,
146,4.0,casual applications browsing website social,
147,2.5,casual applications browsing website social,
148,1.5,casual applications browsing website social,
149,4.0,casual applications browsing website social,
150,5.0,casual applications browsing website social,
151,4.0,casual applications browsing website social,
152,5.0,work code1 graphic_intensive game_dev graphic_design,
153,3.0,work code1 graphic_intensive game_dev graphic_design,
154,5.0,work code1 graphic_intensive game_dev graphic_design,
155,1.5,work code1 graphic_intensive game_dev graphic_design,
156,5.0,work code1 graphic_intensive game_dev graphic_design,
157,2.0,work code1 graphic_intensive game_dev game_engine,
158,4.0,work code1 graphic_intensive game_dev game_engine,
159,5.0,work code1 graphic_intensive game_dev game_engine,
160,1.5,work code1 graphic_intensive game_dev game_engine,
161,4.0,work code1 graphic_intensive game_dev game_engine,
162,5.0,work code1 graphic_intensive game_dev game_engine,
163,5.0,work code1 graphic_intensive artist vector,
164,1.5,work code1 graphic_intensive vector,
165,5.0,work code1 graphic_intensive artist vector,
166,3.5,work code1 graphic_intensive artist vector,graphic_design
167,4.0,work code1 graphic_intensive artist vector,
168,4.0,work code1 graphic_intensive artist animator,
169,2.5,work code1 graphic_intensive artist animator,
170,2.5,work code1 graphic_intensive artist animator,
171,2.0,work code1 graphic_intensive artist animator,vector
172,0.5,work code1 graphic_intensive artist animator,
173,2.0,code1 data_intensive scientist research,
174,4.5,code1 data_intensive scientist research,
