AuthorId,PaperIds
779335,2139645 792561 1143903 791211 1475160 44438 7139 2088844 1310953 538527 1224845 89275 113356 1752330 1614938 1463079 195254 965854 287062 70849 2177487 2033007 1205844 1064332 1928224 1625551 650104 2145923 1585443 1252832 956940 1452795
1008725,2145114 2138443 1851483 1647740 1369848 1209236 1086246 942182 914281 886435 882019 748984 597683 477123 387231 242428 390461 1370031 2009989 1673857 1512904 1359330 1323420 1269192 884264 1761432 1633400 1419686 1230991 1025885 871688 780679 227213 181188 143524 1654654 1236991 607331 286628 2044746 1947854 1791342 1589139 1573578 1527122 1329328 974573 510594 390559 309609 186418 180198 2001344 2000516 1671312 1576547 1570767 1521988 877096 53203 2036371 1507015 841307 582389 2170506 1421035 1154410 579211 424942 732105 342497 1415335 751797 1920968 1827919 639220 1927068 1843148 1793698 1407591 1402072 1075963 996875 952671 832213 660374 324785 1439356 2133942 2001264 1666988 1584425 1589209 1557978 594335 391198 638730 315529 1352088 397553 1857245 681025 2155170 1855556 1876205 538087 1993541 1550850 1221991 659869 965008 952392 2205609 2153943 2255418 586007 2155646 1743573 1900513 1090621 2095237 1550125 791775 404079 922187 100943 179377 1743458 916637 2170274
2221146,1995660 1573601 755452 294157 262022 123708 2167668 2132388 2017445 539677 1734053 541163 2207561 439118 479959 330516 957952 311317 1610866 680430 1739 1753180 1691380 1670138 598274 1752209 485111 195962 2072739 1548972 1005929 139178 93436 135362 1783181 933509 900226 1652979 742934 1488021 1735346 1939516 2256212 1366126 1159998 852508 744095 617622 147977 2194776 2034714 2005242 1435074 1237112 1226208 1068564 726959 609127 464649 91022 1905716 517733 1615995 759846 422506 1155990 1282942 414193 1951055 1366765 1314814 889317 789265 216877 677241 2153927 1297018 143539 1852169 273163 1533041 947108 740098 1493523 992958 816853 220301 1887142 647617 176482 1952261 814885 330548 74310 1556975 1429979 528341 1021939 307188 193854 520364 192078 1961942 995483 69063 609709 1440260 2216763 1297379 760606 301489 2046905 1940987 1063106 1662687 1425774 260776 2199819 955011 802871 402160 308138 186780 108994
74859,2172540 1887843 1371642 1203866 592046 245139 852203 2221657 1261356 1489831 1044183 2127249 1947409 1762955 1909010 1879774 1775592 1775592 1775592 1625277 687725 230589 2032968 2028109 1486393 1819639 909362 488107 488107 488107 1428726 524562 1485533 249005 179245 1044426 875731 1979144 710454 946604 946604 878446 618621 1835988 1835988
1614960,747986 120506 1858976 1991919 1488733 1885004
1942649,2184157 742050 2161188 1972782 871757 511232 1551783 1960773 1033405 261396 1248186 789299 1688221 505368 379158 397588 2235701 1593760 831124 1862112 1517266 1338861 1065915 77794 196784 38006
42126,660979 791236 1220955 347427 776187 386358 1933559 1173255 785820
2016399,1133324 1935587 1037297 722463
2229392,983702 1865371 1037834 720572 817959 362186 650738 289089 859321 1803733 157265 801291 515701 205423 2071036 909834 2097918 1700323 1867291 1227881 1813559 461247 1958959
2180248,569952 241494 1875936 711731 487604 1487845 773784 162443 147423 97847 1662370 1596192 1146021 2183372 80889 2097322 1832174 1797841 659619 798752 1143374 336831 940881 192618 1037557 825282 602747 275388 148928 1615442 902828 1303241 1114139 1585277 777783 206453 1629616 361990 1603214 1303562 1454264 137398 1037089 784303 1298704 438208 1051039 1408002 1945645 1216918 659842 299654 1200625 1430017 1379699 1663237 371160 1221855 1015524 2256296 1918226 1704825 1366631 387788 327068 185968 2137573 1516398 1255177 438361 1639071 2093613 1970678 1895232 1023747 208682 2075128 402357 1177576 1574807 264628 1633245 125564 1363542 346281 70826 2239194 1767183 1047261 2039082 962322 573397 336808 2252916 174272 1628888 1611550 1466809 1327844 797367 732098 17447 315322 213388 120929 84686 725269 525960 2196069 112312 1239169 327385 147940 1319516 1586941 1717957 1261546 1345376 1927141 1289832 1237987 408462 1954666 1313576 734531 539777 457305
91290,1490629 1747821 630484 1690770 1777448 895106 1473050 1298864 213278 843004 558235 139370 1442229 1083689 1653492 440141 1722558 1613640 781421 2066223 2013387 1987502 1541652 1783485 1565429 1836308 322407 311444 1105834 1588604 1966382 235611 1145936 919430 1405743 749558 1257246 1124248 1946627 1466084 394128
1696933,1288178 985731 643366 814281 763832 1714536 1771169 711847 1897572 1295418 2126885 992753 44828 1262659 797126 1263508
1328307,262840 239504 172956 1650683 1336977 532311 1455263 1420895 1609861 203056 2098530 1942586 422539 201854
795831,1914554 944476 580433 1112071 303793 27965 1067912
754876,2210577 2245648 273253 1381850 731356 1424574 128878 1722832 1442139 957484 2198465 2198465 1225210 1225210 1225210 204123
926913,2214244 1529690 1364655 1253852 1195120 1799969
410822,1349567 317703 1298204 548997 1260612 605182 151891 1703204 510918 1825779 1694270 1174948 91403 1542013
1967313,312151 1232289 2110 54783 2226367
1033427,2219827 440384 1341955 1690655 1521734 836999 1850403
1918170,616964 209193
58609,395704 567989 287053 932459 324523 864324 815857 423179 514374 640834 2032251 2021144 1273038
148725,1854756 1718244 476001 1962452 497138 1608195 1335307 189440 3917
2163961,504231 2071755 1157073 398390 1239195 596946 474911 894916 126913 192651 870739 1657575 2227617 1633236 1398142 1085714 166184 2166296 1945418 975829 760267 1679018 1064721
2073851,1858506 1584480 892015 521090 312236 1852561 1819964 1451726 1283531 1393046 1044679 2168574 1405561 634329 500706 1483440 770236 651905 1703968 1271035 589480 968126 621355 1941018 904182 446880 1028939 274357 1550839 1520210 1135963 2156698 1059816 603594 155597 78083 2241968 1104308 130542 975970 624647 215615 187778 2033799 1778356 2164882 257750 2171281 1643062 1045668 616506 1845525 1504330 338231 245771 1844516 1656349 12313 923152 1384318 33249 2114813 1809121 1127266 1216916 149932 2206250 1827966 355765 1506703
1402109,1947995 795134 159764 1980452 767039 2159786 1311937 1675730 922599 409610 1992052 1582463 1964455 1821496 1586737 253916 792444
427269,1881748 2237350 977012 1167945 1539530 1292695 543009 1593769 885349 522327 139693 786172 2036089 575640 1823584 1655648 1567130 1515196 1911828 1533401 1071249 49287 1705444 677647 659839 643210 2205069 1541289 2080063 1427595 1680781 2223240 1479560 357775 1690184 2198421 3790 848156 1818963 1663568 1030706 463244 1435149 1587655 1338764 243958 488405 182102 2021543 460247 2249572 141118 198939 1511772 1270298 1245155 1136942
165126,2252259 890533 1160357 762555 183220 865682 904441 1864197 548792 2128487 845194 1362898 350289 1091041
2270475,1431840 1068371 1828170 1550242 2194176 1821690 968221 372245 1988115 1903598 1347451 2029760 1281996 983556 759221 1034036 229265 43094 1628697 1068687 867061 355710 1969000 149991 507376 1842272 118218
1205517,1864834 2201277 1043891 1016066 967713 512066 2215733 1641959 1546448 1907423 1655797 1240689 802918 412260 256851 2143285 2159941 1129944 1119078 1030069 1652418 1347200 500893 1390807 1327598 422478 1777683 1718481 784053 412373 1826091 2230134 348197 979914 2004993 2102610 1734000 1539867 1355268 538786 483845 1900644 1244624 2074068 2031046 995990 1248524 508351 2224254 1039866 936431 1703090 1179061 93830 1710935 2038568 19916 1358507 71518 786492 772135 1185969 1937731 1481296 1451142 1486969 1330432 1820796 749817 1924643 310765 196234 936203 229093 1856949 539443 1316475 1151857 662531 562443 1611037 993852 1383623 980628 941738 1161020 536277 1781267 360374 1624552 160684 1270713 1522426 2058065 2126160 1676599 449127 2188421 2117793 752126
296207,1077703 1077703 496484 266112
1918229,919559 879505 1886851 997466 254741 2002557 411046 1904338 2210375 1290795 320689 1690498 259390 69642 1518332 1108586 619752 143377 983625 2016698 446897 217701 2013583 1008850 784324 2020572 31707 365805 1218725 1111703 400995 186518
632091,1076110 621861 795620 1981311 1479969 1639180 1082209 1460300 462999 2152689 207264 1707408 1053986 2209496 1925798 1785689 328117 1279556 2254212 1285132 1474225 900037 9394 1351533 1245404 1370454 1232566 508848 2046274 1249326 1381798 1898359 246447 1233201 945457 227431 1729401 966189 1915840 346809 425 1663016 916715 1468593 990130 1005053 2209657 68962 76421 1491933 769152 415985 1969203 1559570 1517174 923646 279458 1414412 1955870 1147169 851373 498124 271230 234075 1300813 915911 892501 736334 2251372 635253 195007 17969 1426764 197057 2141794 1583588 1308868 217859 1081103 1349085 1274323 613405 2188108 1941618 1785079 1728251 121405 2016368 1392030 1373293 836836 648628 2067916 626640 374808 2244659 1848129 1279040 7920
1959199,683644 596168 1764644 2085372 1719204 1626923 790846 954677 711522 2043852 1075011 961259 155695 1153679 1961678 908094 236181 1812947 1737439 1733283 594239 224248 2244892 1330337 1834235 1608288 945306 1911281 370931 646107 1465789 1752489 241798 1672884 1299261 627105 269243 1152208 2048725 1893229 2195871 1498775 1334037 382616 274147 1833891 775695 978501 624806 1722491 269277 1970689 43939 631588 210150 2245645 1365657 131736 2094157 1331483 592416 1860008 258800 28902 994723 1782286 1501712 519358 926719 149754 1678554 1711728 17451 1015918 1811786 922651 345714 1515209 926435 274381 2090730 1091553 677457 395427 1355502 455911 1584951 1379783 2095412 756793 2123630 226813 1922191 698599 2087336 1930396 1728805 1716066 1392688 1369699 1334350 1280765 900732 679513 642706 307005 299875 242122
476449,657236 58548 1472004 648083 273859 2122028 1353472 1219454 94412 693089 1625772 2047773 1313549 1947510 69303 960318 882171 1323025 1962913
1966260,2188368 1855849 1451381 1289537 375333 318132 305168 152632 109294 1590971 1422100 768360 760687 549464 452669 2254588 1570493 1420706 891817 1500572 1186947 1046739 47021 1638942 1194450 1158770 544400 2242039 1996880 1129286 61064 1690946 1742555 1606421 2070575 932519 504795 24483 1195490 160632 1200295 1569678 1878426 1479474 427869 1761 2060747 2075700 1976368 1798927 1428285 1339972 1147452 1058715 963539 925588 897420 455981 2001886 727890 1671252 2180195 2058393 1878135 557271 481833 1507015 865397 841307 582389 2236160 1943984 1795912 1117365 160807 695944 428554 2186841 1378132 992821 394664
1115440,1316146 900589 347297 2154387 1429117 128051 1935894 1420210 914204 265980 2189994 1825222 1811201 1484221 1441195 1376533 1366477 1140431 603878 425836 409363 253937 2043186 1142174 830978 1904479 1060051 1879688 1937422 1422154 1280254 1437349 1348898 175189 1360477 1589817 1191723 938173 708626 2148736 910036 830583 25519 1260703 1075605 1880290 2013784 1662975 1361792 1155722 691037 436299 2143758 1180088 2117668 1585618 829628 2102889 1998245 1968059 1959151 1660901 1610918 1482331 1215417 750564 607465 115198 2009108 2001440 1311044 554921 2009351 1243629 1973459 1714764 1420989 1432700 234218 2050557 1992105 1903289 1863439 1269098 1210212 1005725 737899 205544 717987 2203963 1753551 614175 199497 1708941 338844 901077 2143493 1699748 1681926 679763 562844 1852159 1784615 1513074 1208962 2121620 1658286 1380293 1037670 696863 1971739 1630004 1560076 992039 821970 512442 35645 964545 2121778 629386 328467 1969732 792313 369675 1309289 984542 327740 668946 649483 1112237 1279482 829568 196556 1828053 1980473 1746793 1461430 215386 2117042 995040 1059449 1792241 2143364 2053057 2017697 1446072 1432196 597643 191449 1937602 303027 1749901 1627203 1162203 1110944 136204 1930835 878054 1078586 1264061 2231534 251632 2016328 1724976 936713 744440 763442 1339902 2217685 1698339 1399060 641808 633630 342607 57543 1320350 162746 1657347 722164 681454 588214 174661 1404298 1790492 1686602 1400418 806978 2169220 2160964 198004 1565682 1797435 1546784 1515010 1497286 59574 1142990 533643 928011 759153 2223574 569998 258776 141764 112290 53483 1948287 1912964 325633 75890 1854433 563222 2106008 1997818 1858880 1697245 1561603 1541474 1411672 1332539 1256183 1213104 1179931 1128401 1049218 1041949 983372 866970 845234 769764 741349 741062 665409 640840 578312 416153 165413 56894 7873 2200537 2192524 1548058 1534059 1198052 405548 2069129 1999199 1881694 1086926 1086926 804859 646355 589108 289685 183747 151334 2119175 2014213 1963353 1946042 1877151 1767601 1756524 1608560 1516066 1506878 1314339 1298470 1288770 1283365 1186716 1115424 1114113 1079658 1058648 1055834 1047585 983051 886848 814060 769260 684373 648007 628259 602932 571096 436300 326456 207736 198874 188120 182929 177268 79008
681265,1469168 1164435 2105749 487385 366854 2140543 2032887 1922919 440180 1703810 298399 48892 2222892 1860710 308907 1085354 761945 257177 1397888 1322652 1243386 853824 31739 2063601 1408885 757906 2020232 1005295 605178 1225355 639959 2047866 1082663 1004005 1183567 573625 76137 7656 1961789 1404355 1465288 2145715 1636307 762693 576759 566295 450450 2101701 618031 2003402 514848 1048116 957264 887560 464477 52043
623923,40007 1348173 947812 1486617 2248507 1009287
1533236,2172439 1807283 1093899 925383 451703 360187 1107590 2092882 1948329 1314189 937676 922620 784525 592183 223602 1985413 2055691 1463952 2233833 2004133 1835453 1577357 1532926 1512575 1491820 1486128 1237290 1142655 878786 877344 822328 811227 776790 766749 577611 280351 2207658 1945400 1857600 1099519 615901 497038 56460 2204371 2083607 1855047 1192778 1178714 619733 599710 1927512 1614456 658147 2044306 1856434 1604079 1392171 1360936 1250154 689487 493806 87063 1915890 1886410 1646655 1507099 679574 559941 1799853 348167 19748 2249452 1412744 940807 904857 1725153 1409076 2145677 1690798 1887939 1427720 902914 2176564 1537913 731124 725800 387549 1990412 1904143 676025 2108468 2029152 1911153 1815934 1720085 1453057 1452457 1393949 1330142 1199183 1189768 1165816 1090685 1057711 880884 677448 558822 416704 265992 2048250 1695036 1830019 1707389 1696407 1592726 1413610 748710 548261 2066217 2021570 1965179 1901900 1518239 1497581 1251495 1179461 1091582 1089569 1086087 1082563 1080651 1000962 898360 822932 714774 210528 109296 58958 521300 1940384 1429548 795672 669634 548511 314702 128377 1625713 1581661 1569236 1465148 1260513 1123684 1030170 843749 783813 664362 110707 2240062 2177268 2152948 1592791 1590950 1527509 1473723 1392934 1325732 1248140 856563 825999 230214 45035 1181956 1107462 1803434 642161 186562 1343985 1756616 1624997 1490299 105621 671361 15131 1301795 718996 1065875 110147 1078907 1173976 1975725 2099827 2070971 1391010 93186 2189792 60661 2244420 1432262 517481 1852432 1565269 1477204 1444610 1357510 1351173 1230133 1895863 828991 607864 4942 2200014 976225 701870 534985 507326 408876 103430 255355 1047332 2156671 1440772 9274 2253027 1293288 380049 1757157 2135209 2105713 2058081 1932945 1805146 1649623 1134797 725887 723607 546707 451544 294840 265797 129437 75603 21436 9385 1941102 1852951 1751168 1607491 1343805 1296140 1187665 1004201 615457 590588 336253 334436 329399 715616 637820 373112 1352255 2020385 1850438 1193038 799302 499991 269108 105663 1803684 1388767 1159482 562035 678685 248672 567231 1606202 592295 1015295 1877555 886573 1101313 1842950 813029 2234433 2121317 2060841 1994792 1839325 1772666 1731072 1558455 1465527 1225045 1184957 771573 151033 2083938 2071253 1798673 1776552 1606865 1602067 1539098 1503150 888418 544960 498673 1514712 938629
88969,1943414 1280237 1022306 1112655 540051
1312060,1010289 320223 254396 544643 2233664 1462223 85120 834675 2192176 816763 59497 4765 1318497 2123540 28857 1809850 1589619 1449673 1668850 860604 513147 303763 1156833 816098 1714121 1625142 1462241 1154466 656981 849684 1510757 268955 193041 1627280 1707828 1818965 603658 532993 696039
795966,2095695 802258 1576460 1872542 1372541 349154 348586 583123 1524473 116004 1977354 1611060 2063638 966939 326334 1558864 295287 261669 1519100 1311510 1269010 2113149 1376792 46884 5535 107792 462113 2084524 1556992 578869
71221,1906331 1054673 1708272 649826 2146545 1257102 1888630 1181738 665014 299530 1489276
2180427,1643876 1155358 1388249 130700 1183072 966969 1134560 226127 198227 2053377 1035927 248010 201682 1899211 2241580 1176906 255987 819124 1975518 1119398 1789055 1941289 1204252 829340 1460268 1338812 1234035 1063131 445670
1860947,1828497 1732217 1014188 574453 1591922 2109876 1914087 966537 2162076 1594586 314806 286827 956700 573574 480763 557067 212645 1481158 785984 1175024 780269 1699709 1624594 1621089 1121107 2255770 565598 1808707 1045186 384465 1846593 1327242 1980244 1216339 66266 1802062 1342271 370001 1481053 1446999 1689733 1208595 1094799 320180 1098226 286347 2072008 445874 1218399 1906168 1848456 1171166 876865 1230402 2030635 1765074 1322371 1241316 886391 566864 1895302 1081994 1483667 367609
804185,1199463 944897 636815 2167264 2161208 2112360 328606 2072908 1396470 522502 897573 974094 156376 1707458 1579305 1525381 1264374 264534 84702 100117 2025979 1018983 928965 481126 825626 785873 770207 7168 2042736 1750138 1401911 989101 887593 637371 625832 599214 1444754 1807148 1309143 2002486 1906519 1761948 1568416 2183061 2127837 2041130 1924929 1709347 1394418 1358988 1352854 1295683 1194257 36433 2137468 1011171 17603 2148650 2119672 2069414 2041027 1488596 1266480 1193937 1178534 1022113 974919 901108 692575 505711 312766 2126595 1698146 878401 438476 17394 299315 1411081 116454 2212684 1160643 872828 1981166 643749 551084 105960 31331 1586357 1514898 7894 2056886 1368412 200925 1837396 406368 793634
247131,520333 1830424 1290108 1158297 969124 643446 1954044 533738 1886940 1289768 1193348 1107951 1104706 974385 626588 427276 2116993 1309105 150912 147981 1741399 1112013 1760306 1653256 1082775 1079807 617366 366927 108167 551156 538234 1451629 751891 1760322 1712215 795368 662576 964041 2244633 2004369 1406363 1357719 1230509 892092 324115 2190080 1925034 736954 1205708 591091 964250 1577370 1365253 1629547 610779 1994385 1415733 1378372 1358227 104080 2031677 1873869 1101191 1079730 735702 507151 202672 1396051 1821222 1388858 1380826 1814426 1744045 1492923 347619 1952076 597434 1979865 957616 1173357 1645258 2229701 2150425 873260 559062 289361 823001 523096 2212441 2195851 998894 620875 205723 839618 1258342 1787294 1276028 178542 572606 2045698 1783573 1720010 184767 2250313 2158676 1619293 1400109 1093696 860221 293240 1853579 400668 1230804 1034085 41394 1222463 256708 1503530 1366217 1288688 1222175 727128 315333 1380559 1312665 1680876 950210 920727 212435 61946 1339094 2004622 1605194 1267392 698034 690446 229171 1232941 645181 495978 1624293 9151 1883135 1718285 1634131 1185814 1151428 1131175 913583 627496 1581858 1391086 1374124 631681 1915638 1618419 1315645 1273414 1082897 1003161 832540 69487 654061 2133218 2018536 1916855 1193657
1123681,1246135 1082645 1090834 1543291 1881404 970092 751756 1830311 1036739 148097 1761314 221649 353089 2177547 1740249 1252460 79577 2181264 1206161 1196068 258298
853363,2142680 541617 1616179 1328407 1470333 1190896 1933721 2012607 1959724 841647 671230 1692688 1285034 985002 739515 771857 180377 840485 346355 531392
2139517,1216381 1688628 1081176 1284892 2235298 1993071 1981526 2000108 1567535 384615 2112662 2063673 1615225 1576548 2127489 1691640 333392 815726 2228028 1865111 935651 53472 1114987 755079 1880647 1915210
1443219,1482935 1209759 512346 729578 803806 270971 2075585 1913035 319507 2209978 1891116 1602272 939746 698544 229818 2204433 2147971 1998612 1871177 1851262 1832040 1615806 1398303 1368184 1215195 1181200 723756 395797 387635 170584 128574 112055 2250576 1536974 630764 624727 1360119 872066 232515 2019328 1764780 1423431 711418 205327 592191 2195940 1546085 1540236 1357187 186558 1877143 1780375 907896 2094632 1243494 420197 1401980 989161 154882 1587087 1579800 1239969 903464 175827 131678 2204973 1009416 323603 261406 3172 2181847 2136166 2036756 1196747 811452 783308 690237 143128 1829194 254029 672743 1994496 1607683 1555415 1498658 1153016 962004 880182 673920 422819 1553520 934234 101868 207351 1556665 1666449 1924300 1840193 1543800 1275969 564810 381564 360285 157666 2185600 2143347 2081189 1973116 1951233 1844776 1778061 1768213 1180872 1043547 506452 108728 1989525 1059611 923449 128558 1783095 2220908 992624 640703 1389928 912358 2162109 2051645 1527325 274673 1276359 471897 1748435 1156948 1110292 1089195 961881 819274 139933 1485307 952706 491036 2006607 1869438 262129 2080905 2021025 1914865 1199559 1141142 293274 1538132 351862 1158127 1678850 1098549 623071 213704 1796996 1171858 1750012 1264937 297674 1938303 1820440 1688899 1438530 1291204 1084593 1080034 998209 953277 909647 696251 689306 678225 481691 341319 333914 246162 217819 206458 95021 70947 223023 2048396 1880298 1783293 1749065 948479 580031 210619 175933 95334 76401 49778 45976 1515138 2120304 986991 819514 4158 1087424 2192641 1997147 1651680 1453890 1161275 773705 746382 662910 554265 90519 11519 2237431 350701 1060552 183281 2245199 2182603 425288 1007032 289641 2200713 1530329 890668 435588 2200746 67278 1777168 2192388 2106584 1980694 1934586 1813100 1719424 1630596 1513757 1471282 1444680 1414393 1372250 1368683 1261079 1235755 1001326 947079 942843 712740 607580 567173 409490 198561 56574 1998201 412491 1688712 1115934 566546 930753 453159 160855 1763322 2014346 1704783 1678487 884304 302524 117484 903988 378423 1549270 2248693 2251528 2132779 2119698 1953870 1938569 1910697 1672392 1313189 1308086 1283938 990454 584119 474703 425357 273902 138890 132667 2153003 1830211 2086444 894402 877165 1295630 89400 425201 2112425 1721838 1654767 1562741 1458151 517130 1347025 1000678 934367 654202 2022909 1169815 40324 2190777 1454761 1200524 864362 2130161 1837568 1091757 533901 483730 190632 1955908 1738346 1105751 2014390 1341425 294898 2219536 1464028 1974717 2046171 1997827 1997100 1446926 1215599 1143746 1032307 977169 606154 507073 479606 199354 111992 92316 961383 768477 2176414 1940990 1905267 1780998 1580832 1329398 1284705 1207000 1014102 923270 820243 761191 357896 234164 129967 615520 2238637 2220205 2137358 2079556 1926899 1694558 1689878 1504701 1493827 1441992 1429992 1414956 1300572 1277070 1277059 951231 930306 869735 800860 678020 616234 549909 443096 320815 304378 233206 209480 135888 26673 26449 1831224 2251878 2224120 2176368 1948729 1857952 1844391 1658214 1595802 1565662 1556951 1485747 1458898 1438529 1394112 1323459 1318572 1150827 996054 992213 828351 782107 756025 694022 651395 577782 568983 484591 363688 329861 295638 65760 46177 44927 32860 2153200 2147087 1852176 1722054 1682616 1682440 1614926 1407758 1329609 1127712 1010710 897185 890524 750628 597896 327973 305828 173825 105379 884794 275673 1866174 534108 99322 122897 797790 565895 1923053 2037264 833407
902549,1648691 588090 2157214 1317341 1002652 856287 1112977 778137 1702325 1716038 600101 2057927 1415358 228089 16993 1375179 1013815 667130 34493 134061 164939 1666187 1043094 2023316 133750 2069519 1369812 405688 1478077 919532 515880 60680 604044 2091931 1415134 826976 2014523 332286 27718 1667734 1472553 337344
1467800,1600939 1596651 1140971 2011016 376187 1855001 603947 1435757 1203199 227761 1885285 998334 439841 1137580 1916482 1680985 1400844 1265570 1822939 1056959 128233 799228 1333703 1126141 2204556 169389 2048770 1420796 1882279 1775461
2147739,209885 678605 297430 444220 1990720 1151672 2128552
1222046,1007502 565507 1859866 1120825 365093 2009838 2066840 1291302 93879 2029687 1484821 885397 358454 476584 2084356 183146 1823364 1272122 567222 87110 766228 1305128 442418 1750566 1051504 515375 424104 183866 34322 103241 2044280 1565383 1979314 1661149 1646619 1022570 961559 2178687 1812439 1688193 1686557 1024866 985040 840247 779982 1323979 1283572 791069 754521 1183609 829898 716817 691964 589817 985366 763681 578417 567837 311694 287843 981096 2165205 1720096 921428 80572 133976 1579126 1363731 861015 2145965 1098888 846107 114980 2115405 556304 1497632 1248805 1482163 1666082 739211 1670098 1470619 1323280 42148 2074401 1873910 1711804 1057272 941802 403949 370749 2054774 2014512 959610 214042 119268 788753 577432 120234 655052 2176315 1656856 1385395 541087 621098 450536 1925936 827354 608654 2174813 2162578 1825436 1087838 808627 369067 2221853 269014 1587569 1352449 1734637 524460 554449 1223145 353704 1409905 1156145 998749 1871717 1620713 1123011 708594 1956577 440415 284556 24310 1653385 1637032 1354385 1032821 911962 704349 424882 322541 250517 160382
1975715,2131982 809078 904327 578904 157910 1414813 1330668 683078 706069 1867220 1469838 282211 282211
91563,1029390 101197 1531509 48246 1548193 2035157 749807 326329 1996260 1880074 488039 2060777 2226539 77002 1748140 515892 1490995 1955844 774672 838344 2033291 1069777
247212,1797648 1689833 1403288 159945 1647361 1473617 648895 2225887 2187474 2042478 722403 648064 647135 444610 69020 2046444 84065 346566 637662 220206 79028 1754732 1578781 858607 688381 325137 1420393 497020 153379 738615 1894233 480710 458798 456815 489462 160540 2043266 2134188 2015039 1993050 982355 903566
255405,427235 135996 87304 2226640 769968 1938459 1625822 984769 2105131 1177486 1949232 252128 246848 2176316
1740128,2224469 1630082 115206 287431 505261 873976 717684 392066 1185904 1504943 829067 26781 2102025 1145046 1059769
2262456,1977790 354053 335798 1437164 832841 1854249 1261594 1572434 325176 742072 602500 752569 580954 1731689 1178887 368663 1817005 440358 2237495 1753429 1406248 2051114 226838 619382 1735014 1384391 1135730 238273 1732549 1100823 793736 1812236 1491435 2212057 990491 599705 951976 1893280 672098 359871 868583
992700,1755977 1051021 953292 157905 801295 585806 518887 1953874 1826265 1673131 1009303 1034768 2053185 2038439 2033290 1606760 894241 505950 11594 1396233 1364425 912300 522035 331459 1296104 1200110 2194988 1164518 178582 1063649 1676455 1588429 1498609 623042 522936 1230758 1705343 1467225 1000818 985668 856721 766777 601157 370746 346933 212959 97210 92922 1736789 1678389 1410833 1383735 901083 622153 358941 1325638 1537857 1445924 1316500 1259065 1065149 1021567 377633 86113 2206579 1735197 1712904 1688921 1464846 790711 667805 395130 273818 191591 181956 2067919 1909211 606884 2055677 1658988 596789 1935694 1289230 1205559 819962 731695 1481360 1349694 1109566 753439 122616 1711494 2156127 2130908 1960917 1805887 1449695 946789 868729 669598 219994 750834 2238162 2155957 2067899 2064015 2025561 1889639 1558989 1549291 1409974 1348918 1348624 1339375 1283601 1210982 1169636 1103947 1041196 1007484 957194 904306 645372 382065 258195 248348 197939 164942 133374 121135 91281 85341 37646 2062430 1362605 1158812 729838 634880 489234 374922 284418 235057 203745 1813565 1095744 768860 761420 9748 2238563 2150839 1898492 1870861 1262688 1232770 1151289 795109 619398 534315 239155 2208882 2027751 1964680 1586178 1585260 1086933 377022 1386826 2246529 606560 1798531 541835 2092951 2073984 2059810 1996745 1996698 628623 490514 305542 2245629 1147172 2258165 1324820 1916782 710448 136081 16830 1164140 238043 1975678 225260 2200151 2243517 559061 1841510 297866 2065096 1002784 2142442 1626533 1545801 37616 2117440 991399 2106848 1891777 1574712 1476470 860942 1264113 1666972 292504 1226746 1819034 1541677 1769845 1180721 2244847 1746434 1729324 1729324 379252 2178688 2171627 1872091 1845271 1831849 1744119 1712218 1677866 1642289 1594443 1565413 1555131 1414759 1380090 1365683 1344534 1340764 1103253 885165 537820 375852 302710 208906 34541
189885,33964 1151011 2231286 1296659 114601 944222 532634 1546630 2117482 1944618 892184 918550 412897 1448826 1722669 448128 1050295 990996 1641666 596499 398651 1139088 1658489 1666649 474063 720710 593199 523477 1698109 400064 2036351 1875387 1170385
1672640,1439931 1276994 403467 124871 1763792 1399160 1349349 381424 259071 2143697 1946044 896647 1220247 822574 554120 1982718 1278352 844736 1088766 1742787 1442106 1128017 519492 495646 286531 1915031 1897281 1725938 518930 1488521 2019765 908455 297721 70378 354753 777978 852274 1559507 2006663 227265 1335257 291266 1865708 1802871 1733222 1449251 1094391 442480 1394111 603100 550972 263303 1795777 1030851 521873 340270 2238208 1441124 189736 1037541 882905
1164744,467014 482466 1811644 989075 2224824 1225944 1095959 2211733 2123677 1431697 1137381 1396489 802070
705998,2212681 2129134 892619 787521 479642 121856 2206200 459213 124989 862466 1736894 1193106 900881 180790 1890595 1800795 800935 1817345 1683290 1577398 731225 2128785 2046688 1930337 1878870 1866513 1831735 1363848 1185749 1030965 999204 961168 888361 408355 1093502 829203 422570 2029339 1560116 1776968 1766685 1727682 1639082 1275017 1161532 647945 625922 578151 385455 1976352 1589390 1577759 1548709 1538777 1333862 1014417 898372 872420 447418 344321 322527 311369 292520 168176 85688 67987 1341629 1172754
533969,2141253 2242161 1278370 1442284 731584 1561429 1820242
